iter	WKappa	MultiClass
842	0.5769571548	-0.9091073795
843	0.5769146597	-0.909030547
844	0.5770377369	-0.9089035127
845	0.5771989058	-0.9088219816
846	0.5773907723	-0.9087497693
847	0.5771917501	-0.9085585252
848	0.5771954507	-0.9084884535
849	0.5771917501	-0.908440819
850	0.5769806225	-0.9084065216
851	0.5775217834	-0.9082886452
852	0.5772983453	-0.9081232553
853	0.5768795917	-0.9080346131
854	0.5771826381	-0.9078984743
855	0.5773902634	-0.9077815125
856	0.5773658609	-0.9076944373
857	0.5773542844	-0.9076390146
858	0.5774325286	-0.9075568668
859	0.5774889687	-0.9074879889
860	0.577414668	-0.9073932159
861	0.5774149236	-0.9072848447
862	0.5773763442	-0.907138549
863	0.577330134	-0.9070306344
864	0.5775800584	-0.9069229491
865	0.5777604104	-0.906850203
866	0.578236824	-0.9067484833
867	0.5783370803	-0.9065514744
868	0.5784215989	-0.9064351645
869	0.5784674828	-0.9063573714
870	0.5785100493	-0.9062545561
871	0.57862928	-0.9061711406
872	0.5782597709	-0.9060492744
873	0.5783645141	-0.905982266
874	0.5788059609	-0.9059019212
875	0.5787214178	-0.9058266214
876	0.578924587	-0.9057555567
877	0.5791427694	-0.9055623245
878	0.5792166742	-0.9054294783
879	0.579047634	-0.9053764118
